customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,PredictedChurn,ActualChurn,Contract,gender,PaymentMethod,CustomerSegment
5366-OBVMR,0,1,0,18.0,1,1,50.3,908.75,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0,Month-to-month,Female,Mailed check,Loyal
1619-YWUBB,0,1,0,68.0,1,1,24.95,1614.9,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,Two year,Female,Credit card (automatic),Loyal
5519-YLDGW,0,1,0,21.0,1,1,103.9,2254.2,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1,1,Month-to-month,Female,Electronic check,At Risk
7977-HXJKU,0,0,1,21.0,1,0,19.6,397.0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,Two year,Male,Mailed check,Loyal
2823-LKABH,0,0,0,18.0,1,1,95.05,1679.4,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0,0,Month-to-month,Female,Bank transfer (automatic),Loyal
3724-BSCVH,0,1,1,10.0,1,0,20.45,242.4,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,One year,Male,Mailed check,Dormant
0269-XFESX,0,1,1,23.0,1,0,24.35,538.5,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,One year,Male,Mailed check,Loyal
6240-EURKS,0,0,1,18.0,0,1,35.0,553.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,1,Month-to-month,Female,Electronic check,Loyal
8815-LMFLX,0,1,1,25.0,1,1,25.4,546.85,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0,0,Month-to-month,Male,Bank transfer (automatic),Loyal
3776-EKTKM,1,0,0,1.0,0,1,36.45,36.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,1,Month-to-month,Female,Electronic check,At Risk
4987-GQWPO,0,0,0,17.0,0,0,25.1,382.8,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,Month-to-month,Male,Credit card (automatic),Loyal
6097-EQISJ,0,1,1,66.0,1,1,102.45,6615.15,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0,1,One year,Female,Credit card (automatic),Loyal
6485-QXWWE,0,0,1,62.0,1,0,26.0,1638.7,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,Two year,Female,Bank transfer (automatic),Loyal
0329-GTIAJ,0,0,0,3.0,1,1,97.9,315.3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,1,1,Month-to-month,Female,Electronic check,At Risk
1205-WNWPJ,0,0,0,7.0,1,1,59.5,415.95,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0,1,Month-to-month,Female,Mailed check,Dormant
0587-DMGBH,0,0,0,8.0,1,1,49.85,365.55,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,Month-to-month,Female,Electronic check,Dormant
2740-TVLFN,0,0,0,1.0,1,1,50.15,50.15,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,Month-to-month,Male,Electronic check,At Risk
1763-WQFUK,0,0,0,3.0,1,1,50.5,147.75,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0,Month-to-month,Male,Mailed check,Dormant
8174-LNWMW,0,0,0,31.0,1,0,20.9,689.35,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,Two year,Female,Credit card (automatic),Loyal
3982-DQLUS,1,1,1,65.0,1,1,85.75,5688.45,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,Month-to-month,Male,Electronic check,Loyal
5766-XQXMQ,0,0,0,29.0,1,1,68.85,1970.5,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,0,1,Month-to-month,Female,Bank transfer (automatic),Loyal
8182-PNAGI,0,0,0,12.0,1,0,50.25,593.75,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,Month-to-month,Male,Bank transfer (automatic),Loyal
7159-NOKYQ,0,1,0,67.0,1,1,93.15,6368.2,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,0,0,Two year,Male,Electronic check,Loyal
8988-ECPJR,1,1,1,34.0,1,1,79.6,2718.3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,1,Month-to-month,Female,Mailed check,Loyal
6729-GDNGC,1,0,0,20.0,1,0,80.7,1614.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,Month-to-month,Female,Bank transfer (automatic),Loyal
8033-VCZGH,0,1,0,50.0,1,1,103.95,5231.3,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,0,0,One year,Male,Electronic check,Loyal
8853-TZDGH,0,0,0,72.0,1,1,111.6,8012.75,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0,Two year,Female,Bank transfer (automatic),Loyal
9972-VAFJJ,1,1,0,53.0,1,1,94.0,4871.45,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,0,0,One year,Female,Electronic check,Loyal
7967-HYCDE,0,0,0,8.0,1,0,70.7,553.4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,Month-to-month,Male,Bank transfer (automatic),Dormant
4878-BUNFV,0,1,1,42.0,1,0,20.7,828.85,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,Two year,Male,Mailed check,Loyal
5883-GTGVD,0,0,0,19.0,1,1,99.95,1931.75,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1,1,Month-to-month,Male,Electronic check,At Risk
7609-YBPXG,0,0,0,54.0,1,0,87.1,4735.2,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0,Two year,Male,Bank transfer (automatic),Loyal
2169-RRLFW,0,1,0,71.0,1,0,25.6,1888.25,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,Two year,Female,Credit card (automatic),Loyal
5628-FCGYG,0,0,0,21.0,1,1,84.1,1737.45,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0,Month-to-month,Male,Electronic check,At Risk
4544-RXFMG,0,1,1,8.0,1,1,43.45,345.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0,One year,Male,Mailed check,Dormant
4283-FUTGF,1,0,0,19.0,1,1,79.85,1471.75,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,1,Month-to-month,Male,Electronic check,At Risk
6122-LJADA,0,1,1,70.0,1,1,90.15,6237.05,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0,Two year,Male,Credit card (automatic),Loyal
2219-MVUSO,0,0,0,8.0,1,1,45.15,438.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,1,Month-to-month,Male,Mailed check,Dormant
7998-ZLXWN,0,1,0,15.0,1,0,20.45,330.8,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0,0,Month-to-month,Female,Credit card (automatic),Loyal
2929-ERCFZ,0,1,1,8.0,1,1,94.2,777.3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,1,Month-to-month,Female,Electronic check,Dormant
3996-ZNWYK,1,1,1,71.0,1,0,19.8,1388.45,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,Two year,Male,Credit card (automatic),Loyal
8246-SHFGA,0,0,0,17.0,1,0,21.1,385.55,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0,0,Month-to-month,Male,Credit card (automatic),Loyal
4174-LPGTI,0,1,1,41.0,1,1,66.5,2728.6,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,0,1,One year,Female,Bank transfer (automatic),Loyal
5696-JVVQY,0,1,1,48.0,1,1,70.1,3238.4,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,0,0,Two year,Female,Credit card (automatic),Loyal
1414-YADCW,0,1,0,70.0,1,0,84.6,5706.2,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0,0,Two year,Male,Bank transfer (automatic),Loyal
3470-BTGQO,0,0,1,21.0,1,0,45.65,985.05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,Month-to-month,Male,Mailed check,Loyal
0932-YIXYU,0,0,0,47.0,1,0,20.25,1029.8,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,Two year,Female,Credit card (automatic),Loyal
1113-IUJYX,0,1,0,14.0,1,0,105.95,1348.9,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,0,1,One year,Female,Mailed check,Loyal
5016-LIPDW,0,1,1,57.0,1,0,19.4,1061.6,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,One year,Male,Mailed check,Loyal
6234-PFPXL,0,1,0,22.0,1,0,95.9,2234.95,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0,0,Month-to-month,Male,Credit card (automatic),Loyal
8714-EUHJO,0,1,1,31.0,1,1,91.15,2995.45,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0,1,Month-to-month,Female,Electronic check,Loyal
3428-MMGUB,0,0,0,60.0,1,1,89.55,5231.2,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,0,0,Two year,Male,Electronic check,Loyal
2351-BKRZW,0,1,1,43.0,1,0,75.2,3254.35,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,0,0,Two year,Female,Bank transfer (automatic),Loyal
7729-JTEEC,0,1,1,2.0,1,1,44.5,90.05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,Month-to-month,Male,Electronic check,At Risk
1568-LJSZU,0,1,1,68.0,1,1,92.2,6392.85,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0,Two year,Male,Credit card (automatic),Loyal
3500-NSDOA,0,1,1,68.0,1,0,70.8,4859.95,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,0,0,Two year,Male,Credit card (automatic),Loyal
1930-BZLHI,0,0,0,21.0,1,1,20.35,422.7,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,One year,Male,Mailed check,Loyal
0187-WZNAB,0,1,1,27.0,1,0,74.4,1972.35,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,Month-to-month,Female,Mailed check,Loyal
6625-UTXEW,0,1,0,12.0,1,1,51.25,612.1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,Month-to-month,Female,Electronic check,Loyal
5119-KEPFY,0,1,0,36.0,1,1,95.0,3440.25,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0,Month-to-month,Male,Bank transfer (automatic),At Risk
0909-SELIE,0,1,0,61.0,1,1,80.8,4860.85,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,0,0,Two year,Male,Bank transfer (automatic),Loyal
3606-TWKGI,1,0,0,13.0,1,1,106.9,1364.3,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,1,1,Month-to-month,Male,Electronic check,At Risk
3594-BDSOA,0,1,0,24.0,1,0,20.4,482.8,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0,One year,Female,Credit card (automatic),Loyal
0840-DCNZE,0,0,0,47.0,1,1,86.95,4138.9,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,0,0,One year,Male,Bank transfer (automatic),Loyal
2809-ZMYOQ,0,0,0,32.0,1,1,101.35,3334.9,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,0,Month-to-month,Female,Electronic check,Loyal
4135-FRWKJ,1,1,1,55.0,1,0,76.25,4154.55,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,0,0,One year,Female,Electronic check,Loyal
8194-PEEBY,0,1,1,24.0,1,0,19.9,533.5,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,One year,Female,Mailed check,Loyal
3030-ZKIWL,0,0,0,1.0,1,0,20.05,20.05,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0,Month-to-month,Male,Mailed check,Dormant
1636-NTNCO,1,0,0,4.0,0,1,50.95,207.35,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,1,0,Month-to-month,Male,Credit card (automatic),At Risk
5914-XRFQB,0,1,0,72.0,1,1,115.8,8424.9,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0,Two year,Male,Bank transfer (automatic),Loyal
9504-DSHWM,0,0,0,20.0,1,0,59.2,1191.2,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,Month-to-month,Male,Bank transfer (automatic),Loyal
4789-KWMXN,0,1,0,47.0,1,1,110.85,5275.8,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0,1,One year,Male,Credit card (automatic),Loyal
2400-FEQME,0,1,1,55.0,1,0,20.5,1177.95,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,Two year,Male,Mailed check,Loyal
8064-RAVOH,0,0,1,1.0,1,1,49.85,49.85,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0,Month-to-month,Male,Electronic check,At Risk
4751-ERMAN,0,1,1,72.0,1,1,75.4,5480.25,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0,0,Two year,Male,Bank transfer (automatic),Loyal
6137-NICCO,0,1,1,6.0,1,1,94.05,518.75,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,1,0,Month-to-month,Female,Mailed check,At Risk
2122-SZZZD,0,0,0,44.0,1,0,19.5,835.5,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0,One year,Male,Credit card (automatic),Loyal
5056-FIMPT,0,0,1,43.0,1,1,106.0,4532.3,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,0,0,One year,Female,Credit card (automatic),Loyal
8089-UZWLX,1,0,0,71.0,1,0,104.05,7413.55,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,0,0,Two year,Female,Bank transfer (automatic),Loyal
2359-KLTEK,0,1,1,41.0,1,1,94.9,3848.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0,0,Month-to-month,Female,Bank transfer (automatic),Loyal
8659-HDIYE,1,0,0,64.0,1,0,74.65,4869.35,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,0,0,Month-to-month,Female,Credit card (automatic),Loyal
6518-LGAOV,0,1,0,38.0,1,1,105.0,4026.4,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0,1,Month-to-month,Female,Electronic check,Loyal
4573-JKNAE,0,0,1,12.0,1,0,19.35,212.3,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,Two year,Male,Bank transfer (automatic),Loyal
3481-JHUZH,0,1,0,41.0,1,1,80.25,3439.0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,Month-to-month,Male,Electronic check,Loyal
5203-XEHAX,0,0,0,34.0,1,0,64.35,2053.05,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,0,0,One year,Female,Electronic check,Loyal
4020-KIUDI,0,1,1,6.0,1,0,19.85,138.85,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0,0,Month-to-month,Male,Credit card (automatic),Dormant
4940-KHCWD,0,1,0,60.0,0,0,37.7,2288.7,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0,0,Two year,Female,Bank transfer (automatic),Loyal
9114-DPSIA,0,1,1,72.0,1,0,81.0,5750.0,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,0,0,Two year,Male,Credit card (automatic),Loyal
6061-GWWAV,0,0,1,41.0,1,0,70.2,2894.55,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,0,0,One year,Male,Mailed check,Loyal
1101-SSWAG,0,1,0,15.0,1,1,51.1,711.15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,Month-to-month,Female,Electronic check,Loyal
4277-BWBML,0,1,1,72.0,1,0,19.95,1322.85,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,Two year,Male,Bank transfer (automatic),Loyal
1810-MVMAI,0,1,1,30.0,1,0,67.6,2000.2,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,0,0,Month-to-month,Male,Electronic check,Loyal
4607-CHPCA,0,1,1,25.0,1,1,90.4,2178.6,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,0,1,One year,Male,Electronic check,Loyal
0875-CABNR,1,0,0,10.0,1,1,84.6,865.55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1,1,Month-to-month,Female,Credit card (automatic),At Risk
6369-MCAKO,0,1,1,68.0,1,1,89.05,6185.8,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0,Two year,Female,Bank transfer (automatic),Loyal
7369-TRPFD,0,0,0,19.0,1,0,18.8,279.2,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,One year,Male,Mailed check,Loyal
3296-SILRA,1,1,0,1.0,1,1,76.4,76.4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Month-to-month,Female,Mailed check,At Risk
5884-FBCTL,0,1,1,72.0,1,0,25.1,1857.85,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,Two year,Female,Bank transfer (automatic),Loyal
1846-XWOQN,1,0,0,1.0,1,1,70.15,70.15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,Month-to-month,Female,Electronic check,At Risk
8221-HVAYI,0,1,1,35.0,1,1,69.15,2490.15,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,0,0,Two year,Male,Credit card (automatic),Loyal
6168-WFVVF,1,0,0,3.0,1,1,70.3,235.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,Month-to-month,Female,Electronic check,At Risk
9644-UMGQA,0,1,1,6.0,1,1,49.15,295.65,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,Month-to-month,Male,Electronic check,Dormant
1027-LKKQQ,0,1,1,72.0,1,1,80.45,5886.85,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0,Two year,Female,Bank transfer (automatic),Loyal
6147-CBCRA,0,1,0,33.0,1,0,20.05,669.45,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0,Month-to-month,Female,Mailed check,Loyal
5639-NTUPK,0,0,1,13.0,1,1,52.1,670.65,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,Month-to-month,Male,Credit card (automatic),Loyal
1597-FZREH,0,0,0,2.0,1,0,76.4,160.8,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0,1,Month-to-month,Female,Electronic check,Dormant
4080-OGPJL,0,0,0,8.0,1,0,71.15,563.65,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0,1,Month-to-month,Female,Electronic check,Dormant
0836-SEYLU,0,1,0,9.0,0,0,40.65,328.95,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0,1,Month-to-month,Male,Mailed check,Dormant
9055-MOJJJ,0,1,1,64.0,1,0,65.8,4068.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,0,0,One year,Female,Mailed check,Loyal
3061-BCKYI,0,0,0,14.0,1,0,19.9,283.75,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0,Month-to-month,Male,Mailed check,Loyal
0730-KOAVE,0,0,0,30.0,1,1,94.3,2679.7,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0,0,Month-to-month,Male,Credit card (automatic),Loyal
5261-QSHQM,0,0,0,4.0,0,1,24.45,86.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,Month-to-month,Female,Electronic check,At Risk
2725-IWWBA,0,1,1,46.0,1,0,56.9,2560.1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,0,0,One year,Male,Mailed check,Loyal
2599-CZABP,0,1,0,14.0,1,0,44.6,641.25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,0,One year,Male,Electronic check,Loyal
3352-RICWQ,0,1,1,9.0,1,0,19.75,210.65,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,Two year,Female,Mailed check,Dormant
9588-YRFHY,0,0,0,49.0,1,1,19.9,1022.6,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,Two year,Male,Credit card (automatic),Loyal
4285-GYRQC,0,1,0,7.0,1,1,86.25,587.1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1,1,Month-to-month,Female,Electronic check,At Risk
1399-OUPJN,0,1,1,57.0,1,0,19.75,1272.05,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,Two year,Female,Bank transfer (automatic),Loyal
4652-NNHNY,0,1,0,16.0,1,1,73.85,1284.2,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,Month-to-month,Male,Bank transfer (automatic),Loyal
6961-VCPMC,1,1,0,46.0,1,1,80.4,3605.2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,1,Month-to-month,Male,Electronic check,Loyal
0067-DKWBL,1,0,0,2.0,1,1,49.25,91.1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,Month-to-month,Male,Electronic check,At Risk
7641-TQFHN,0,0,1,39.0,1,0,100.55,3895.35,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,0,0,Two year,Male,Mailed check,Loyal
4106-HADHQ,0,1,1,39.0,1,0,80.0,3182.95,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0,1,One year,Male,Credit card (automatic),Loyal
5997-OPVFA,0,1,0,72.0,1,1,89.05,6254.45,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0,Two year,Male,Bank transfer (automatic),Loyal
7969-AULMZ,0,0,0,21.0,1,1,97.35,2119.5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,1,Month-to-month,Female,Electronic check,Loyal
8191-XWSZG,0,0,0,52.0,1,0,20.65,1022.95,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,One year,Female,Mailed check,Loyal
4759-PXTAN,0,1,0,59.0,1,1,80.1,4693.2,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,0,0,One year,Female,Electronic check,Loyal
3003-CMDUU,0,1,0,25.0,1,1,95.15,2395.7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0,0,Month-to-month,Female,Electronic check,Loyal
3530-CRZSB,0,0,0,7.0,1,0,20.65,155.9,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0,Month-to-month,Female,Mailed check,Dormant
4223-WOZCM,1,0,0,2.0,1,0,49.95,107.1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,0,Month-to-month,Male,Mailed check,At Risk
6981-TDRFT,0,1,1,44.0,0,1,54.3,2317.1,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,0,0,One year,Male,Electronic check,Loyal
0967-BMLBD,0,1,1,11.0,1,1,20.0,196.35,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,One year,Female,Mailed check,Dormant
2691-NZETQ,0,0,0,9.0,1,1,85.35,758.6,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,1,Month-to-month,Male,Electronic check,At Risk
1447-PJGGA,0,0,0,57.0,1,1,95.25,5464.65,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,0,1,Two year,Female,Electronic check,Loyal
5438-QMDDL,0,1,0,19.0,1,1,59.8,1130.85,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0,Month-to-month,Female,Mailed check,Loyal
